name,pub_time,con_finish_time,click_num,dock_enter_num,func_use,main_indice,type
基金-61403110307-无人机集群气动耦合与协同控制技术(重点）,http://www.weain.mil.cn/cgxq/yyzn/583242.html,2018-08-07,,,,,,all
基金-61403110306-无人机集群智能相对定位与导航技术,http://www.weain.mil.cn/cgxq/yyzn/583241.html,2018-08-07,,,,,,all
基金-61403110305-无人机集群空基发射与回收技术,http://www.weain.mil.cn/cgxq/yyzn/583240.html,2018-08-07,,,,,,all
基金-61403110304-面向攻防对抗的无人机快速自主决策技术,http://www.weain.mil.cn/cgxq/yyzn/583239.html,2018-08-07,,,,,,all
基金-61403110303-非完备战场信息环境下的无人机自主态势感知技术,http://www.weain.mil.cn/cgxq/yyzn/583238.html,2018-08-07,,,,,,all
基金-61402100501-舱室振动噪声控制新机理新技术研究,http://www.weain.mil.cn/cgxq/yyzn/583237.html,2018-08-07,,,,,,all
基金-61402100402-舰船轴系轴承动载荷的现场测试识别新技术,http://www.weain.mil.cn/cgxq/yyzn/583236.html,2018-08-07,,,,,,all
基金-61402100401-宽频带振动信号柔性传感技术,http://www.weain.mil.cn/cgxq/yyzn/583235.html,2018-08-07,,,,,,all
基金-61402100301-主动声学超材料及其控制技术,http://www.weain.mil.cn/cgxq/yyzn/583234.html,2018-08-07,,,,,,all
基金-61402100202-振动冲击环境下紧固件松动机理与验证方法研究,http://www.weain.mil.cn/cgxq/yyzn/583233.html,2018-08-07,,,,,,all
基金-61402100201-螺旋桨唱音数值预报方法与尺度效应研究,http://www.weain.mil.cn/cgxq/yyzn/583232.html,2018-08-07,,,,,,all
基金-61402100101-船舶推进轴系横向振动控制技术研究（重点）,http://www.weain.mil.cn/cgxq/yyzn/583231.html,2018-08-07,,,,,,all
基金-61402100102-基于电/磁流变材料的阻尼控制新器件（重点）,http://www.weain.mil.cn/cgxq/yyzn/583230.html,2018-08-07,,,,,,all
基金-61402090606-不同电位航天器在轨交汇工作中静电消电方法研究（重点）,http://www.weain.mil.cn/cgxq/yyzn/583229.html,2018-08-07,,,,,,all
基金-61402090605-超宽带透明电磁防护材料（重点）,http://www.weain.mil.cn/cgxq/yyzn/583228.html,2018-08-07,,,,,,all
基金-61402090604-可重构电磁防护材料,http://www.weain.mil.cn/cgxq/yyzn/583227.html,2018-08-07,,,,,,all
基金-61402090603-多尺度阵列天线快速仿真方法研究,http://www.weain.mil.cn/cgxq/yyzn/583226.html,2018-08-07,,,,,,all
基金-61402090602-三维高密度集成电路互连线电磁快速建模技术,http://www.weain.mil.cn/cgxq/yyzn/583225.html,2018-08-07,,,,,,all
基金-61402090601-高功率脉冲电磁环境的生物效应机制研究,http://www.weain.mil.cn/cgxq/yyzn/583224.html,2018-08-07,,,,,,all
基金-61402090303-高功率微波与低空飞行目标耦合特性研究,http://www.weain.mil.cn/cgxq/yyzn/583223.html,2018-08-07,,,,,,all
基金-61402090302-强电磁辐射对航空燃油危害的机理研究,http://www.weain.mil.cn/cgxq/yyzn/583222.html,2018-08-07,,,,,,all
基金-61402090203-相控阵天线强电磁脉冲防护方法（重点）,http://www.weain.mil.cn/cgxq/yyzn/583221.html,2018-08-07,,,,,,all
基金-61402090104-微纳系统抗电磁脉冲防护方法研究,http://www.weain.mil.cn/cgxq/yyzn/583220.html,2018-08-07,,,,,,all
基金-61402090103-抑制带内干扰的非互易性天线罩设计方法,http://www.weain.mil.cn/cgxq/yyzn/583219.html,2018-08-07,,,,,,all
基金-61402080403-对抗新探测技术的目标特性控制机理研究,http://www.weain.mil.cn/cgxq/yyzn/583218.html,2018-08-07,,,,,,all
基金-61402080303-超材料智能蒙皮技术研究,http://www.weain.mil.cn/cgxq/yyzn/583217.html,2018-08-07,,,,,,all
基金-61402080104-激光散射抑制材料技术研究,http://www.weain.mil.cn/cgxq/yyzn/583216.html,2018-08-07,,,,,,all
基金-61402080103-轻质柔性耐弯折目标特征控制复合材料技术研究,http://www.weain.mil.cn/cgxq/yyzn/583215.html,2018-08-07,,,,,,all
基金-61402070503-直翼推进器水动力性能的预报方法研究,http://www.weain.mil.cn/cgxq/yyzn/583214.html,2018-08-07,,,,,,all
基金-61402070404-高速出水物体与碎冰相互作用的数学模型研究,http://www.weain.mil.cn/cgxq/yyzn/583213.html,2018-08-07,,,,,,all
基金-61402070303-中高速水下航行体流动涡控机理研究,http://www.weain.mil.cn/cgxq/yyzn/583212.html,2018-08-07,,,,,,all
基金-61402070104-多细长体单筒垂直齐射流动干扰特性研究（重点项目）,http://www.weain.mil.cn/cgxq/yyzn/583211.html,2018-08-07,,,,,,all
基金-61402070103-高海况下船舶非线性失稳模式研究（重点项目）,http://www.weain.mil.cn/cgxq/yyzn/583210.html,2018-08-07,,,,,,all
基金-61402060504-马赫数8以上长试验时间高超声速流动模拟总温加热方法研究,http://www.weain.mil.cn/cgxq/yyzn/583209.html,2018-08-07,,,,,,all
基金-61402060503-高超声速飞行器一致高精度气动计算方法研究,http://www.weain.mil.cn/cgxq/yyzn/583208.html,2018-08-07,,,,,,all
基金-61402060502-翼舵缝隙复杂流动测热试验方法研究,http://www.weain.mil.cn/cgxq/yyzn/583207.html,2018-08-07,,,,,,all
基金-61402060501-高马赫数飞行条件下吸气式推进的气动试验模拟方法与技术研究,http://www.weain.mil.cn/cgxq/yyzn/583206.html,2018-08-07,,,,,,all
基金-61402060404-飞机新型低能耗防除冰方法研究,http://www.weain.mil.cn/cgxq/yyzn/583205.html,2018-08-07,,,,,,all
基金-61402060203-典型翼面的新型流动控制技术研究,http://www.weain.mil.cn/cgxq/yyzn/583204.html,2018-08-07,,,,,,all
基金-61402060202-飞行器动态气动特性预测与试验技术研究（重点）,http://www.weain.mil.cn/cgxq/yyzn/583203.html,2018-08-07,,,,,,all
基金-61402060104-天地往返可重复使用飞行器气动布局新概念研究,http://www.weain.mil.cn/cgxq/yyzn/583202.html,2018-08-07,,,,,,all
基金-61402060103-弹箭兵器气动布局新概念研究,http://www.weain.mil.cn/cgxq/yyzn/583201.html,2018-08-07,,,,,,all
基金-61400040502-面向任务的自主式装备维修保障资源调度与动态优化技术（重点）,http://www.weain.mil.cn/cgxq/yyzn/583200.html,2018-08-07,,,,,,all
基金-61400040405-增材修复智能规划与形性调控,http://www.weain.mil.cn/cgxq/yyzn/583199.html,2018-08-07,,,,,,all
基金-61400040404-涂层自修复强化机理研究（重点）,http://www.weain.mil.cn/cgxq/yyzn/583198.html,2018-08-07,,,,,,all
基金-61400040303-高转速叶片激励识别与在线诊断技术,http://www.weain.mil.cn/cgxq/yyzn/583197.html,2018-08-07,,,,,,all
基金-61400040102-空间在轨可修系统维修性分析与评价技术,http://www.weain.mil.cn/cgxq/yyzn/583196.html,2018-08-07,,,,,,all
基金-61400030601-基于片上网络的状态监测数据采集关键技术,http://www.weain.mil.cn/cgxq/yyzn/583195.html,2018-08-07,,,,,,all
基金-61400030501-复杂大功率模拟电路故障预测方法,http://www.weain.mil.cn/cgxq/yyzn/583194.html,2018-08-07,,,,,,all
基金-61400030401-大型装备复杂构件测量与装配方法（重点）,http://www.weain.mil.cn/cgxq/yyzn/583193.html,2018-08-07,,,,,,all
基金-61400030302-基于非接触的高温材料机械力学性能测量方法,http://www.weain.mil.cn/cgxq/yyzn/583192.html,2018-08-07,,,,,,all
基金-61400030301-基于磁共振的微弱磁场矢量测量方法,http://www.weain.mil.cn/cgxq/yyzn/583191.html,2018-08-07,,,,,,all
基金-61400030201-高品质任意波信号发生技术（重点）,http://www.weain.mil.cn/cgxq/yyzn/583190.html,2018-08-07,,,,,,all
基金-61400030101-基于傅立叶变换的太赫兹谱分析方法,http://www.weain.mil.cn/cgxq/yyzn/583189.html,2018-08-07,,,,,,all
基金-61400020405-典型产品极端工况下寿命预测关键技术研究,http://www.weain.mil.cn/cgxq/yyzn/583188.html,2018-08-07,,,,,,all
基金-61400020404-多软件故障耦合机理和故障定位方法研究,http://www.weain.mil.cn/cgxq/yyzn/583187.html,2018-08-07,,,,,,all
基金-61400020403-复杂软件系统失效表征规律及在线失效预测方法研究,http://www.weain.mil.cn/cgxq/yyzn/583186.html,2018-08-07,,,,,,all
基金-61400020402-考虑路径依赖的人机交互故障促进及抑制机理模型研究,http://www.weain.mil.cn/cgxq/yyzn/583185.html,2018-08-07,,,,,,all
基金-61400020401-基于机器学习的典型产品故障预测技术研究(重点),http://www.weain.mil.cn/cgxq/yyzn/583184.html,2018-08-07,,,,,,all
基金-61400020108-耦合因素下复杂装备制造可靠性建模与验证技术研究,http://www.weain.mil.cn/cgxq/yyzn/583183.html,2018-08-07,,,,,,all
基金-61400020107-集群无人机体系可靠性建模与应用研究,http://www.weain.mil.cn/cgxq/yyzn/583182.html,2018-08-07,,,,,,all
基金-61400020302-舰载环境下航空弹药贮存可靠性研究,http://www.weain.mil.cn/cgxq/yyzn/583181.html,2018-08-07,,,,,,all
基金-61400020301-电子产品多维加速向量因子表征方法及其加速试验模型研究(重点),http://www.weain.mil.cn/cgxq/yyzn/583180.html,2018-08-07,,,,,,all
基金-61400010303-无人装备体系建模与仿真,http://www.weain.mil.cn/cgxq/yyzn/583179.html,2018-08-07,,,,,,all
基金-61400010205-仿真可信度评估新方法,http://www.weain.mil.cn/cgxq/yyzn/583178.html,2018-08-07,,,,,,all
基金-61400010204-构件化敏捷仿真架构,http://www.weain.mil.cn/cgxq/yyzn/583177.html,2018-08-07,,,,,,all
基金-61400010107-信息物理系统融合建模仿真方法,http://www.weain.mil.cn/cgxq/yyzn/583176.html,2018-08-07,,,,,,all
基金-61400010106-智能作战行为建模方法,http://www.weain.mil.cn/cgxq/yyzn/583175.html,2018-08-07,,,,,,all
基于四轴无人飞行器的任务支援系统总体设计,http://www.weain.mil.cn/cgxq/ky/yjjsl/583157.html,2018-08-08,2018-08-22,1777,,开展基于四轴无人飞行器的分队级空地协同任务支援系统总体技术方案设计、完成相关仿真和实验。,,all
非线性编辑系统数据磁盘阵列修复项目,http://www.weain.mil.cn/cgxq/ky/yjjsl/581692.html,2018-08-03,2018-08-20,694,,1. 对1套RAID 6存储系统磁盘阵列数据进行恢复；2. 购置磁盘阵列数据硬盘用于本次数据恢复和后续使用备份；3. 恢复数据存储系统及图像编辑系统。,,all
航材综合封存台,http://www.weain.mil.cn/cgxq/wx/cpsbl/581614.html,2018-08-02,2018-08-23,572,,用于航材的外部综合封存包装维护，可根据器材大小，进行切袋、包装、封口,,all
油液颗粒污染度计数器,http://www.weain.mil.cn/cgxq/wx/cpsbl/581613.html,2018-08-02,2018-08-23,586,,用于航材油封所需航空煤油、航空液压油、航空润滑油等油液的污染度检测，也适用于有机液体、聚合物溶液中不溶性微粒的检测,,all
库用器材码垛设备20180802,http://www.weain.mil.cn/cgxq/wx/cpsbl/581612.html,2018-08-02,2018-08-23,328,,对成件托盘货物进行装卸、堆垛和短距离搬运作业；换装其他工作属具后，可对散堆货物、非包装货物、长大件货物等进行装卸及短距离搬运作业。,,all
无人机协同作战流程可视化模拟仿真集成系统,http://www.weain.mil.cn/cgxq/gz/cpsbl/581543.html,2018-08-01,2018-08-15,1567,,"本系统主要功能如下。
（1）能够提供分布式仿真系统的运行支撑环境；
（2）能够实现多无人机协同的三维可视化环境仿真；
（3）能够建立常见的直升机及无人机模型；
（4）能够实现无人机协同作战流程可视化模拟仿真。",,all
无人机协同演示地面控制站系统,http://www.weain.mil.cn/cgxq/gz/cpsbl/581542.html,2018-08-01,2018-08-15,1076,,"本系统主要功能如下。
（1）能够实现地面控制站无人机协同演示；
（2）能够实现直升机指控多架无人机的协同演示；
（3）能够多无人机编队的协同演示。",,all
任务规划仿真控制台系统,http://www.weain.mil.cn/cgxq/gz/cpsbl/581541.html,2018-08-01,2018-08-15,763,,"本系统主要功能如下。
（1）能够实现兵力生成演示；
（2）能够实现多无人机协同的二维态势监控仿真；
（3）能够实现多无人机的任务规划仿真。",,all
中低温持久蠕变试验机采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581449.html,2018-07-31,2018-08-14,325,,用于复合材料低温、湿态力学方面研究。,,all
透射电镜采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581448.html,2018-07-31,2018-08-14,305,,用于复合材料界面结构分析能力建设。,,all
中低温力学试验机采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581447.html,2018-07-31,2018-08-14,215,,用于复合材料低温、中温、干态、湿态下力学检测。,,all
原子力显微镜采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581446.html,2018-07-31,2018-08-14,182,,用于纤维、原丝表面形貌和粗糙度分析等能力建设。,,all
X射线衍射仪采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581445.html,2018-07-31,2018-08-14,187,,采取一种非破坏性分析方法，分析过程不会使样品受到化学破坏，试验后的样品还能用于其它测试研究工作。主要用于原丝微孔洞缺陷、原丝晶区取向、复合材料结构参数、机械加工后表面残余应力分析等检测能力建设。,,all
动态热机械分析仪采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581444.html,2018-07-31,2018-08-14,109,,可检材料动态热力学性能。,,all
质谱-红外光谱联用仪采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581443.html,2018-07-31,2018-08-14,177,,为碳基、树脂复合材料中复杂化合物的定性定量分析提供支撑。,,all
中低温冲击试验机采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581442.html,2018-07-31,2018-08-14,205,,用于测定复合材料的韧性、冲击时的总能量吸收，可得到材料的抗冲击性以及剩余压缩强度。,,all
高应变速率试验机采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581441.html,2018-07-31,2018-08-14,100,,用于高温复合材料拉-拉疲劳性能、拉-压疲劳、压-压疲劳性能和弯曲疲劳性能检测，可测试复合材料及零部件在高应变载荷作用下的动态力学性能、应力应变关系、失效载荷等数据，从而可以准确预测飞行器在冲击载荷作用下的响应，提供有效可靠的数据支持。,,all
摩擦磨损试验机采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581440.html,2018-07-31,2018-08-14,250,,用于材料力学、摩擦学特性的研究。,,all
温度与应变耦合测量系统采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581439.html,2018-07-31,2018-08-14,184,,实时记录材料在静态或动态力学载荷下应变过程。,,all
元素分析仪采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581438.html,2018-07-31,2018-08-14,137,,用于碳纤维含碳量、复合材料前躯体中氢、氧、氮、硫等元素检测能力建设。,,all
工业CT采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581437.html,2018-07-31,2018-08-14,260,,用于复合材料内部、工艺缺陷（气孔、分层、裂缝）分析等能力建设。,,all
拉曼光谱仪采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581436.html,2018-07-31,2018-08-14,210,,用于树脂成分定量分析、结晶度等能力建设。,,all
双束显微镜采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581435.html,2018-07-31,2018-08-14,85,,此设备属于透射电镜制样处理设备，由于复合材料是非均质的，普通的离子减薄仪无法制备出包含基体、纤维和界面的透射观察样品，故需要选择包含微观和精细加工的配置要求。,,all
试样成型设备采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581434.html,2018-07-31,2018-08-14,146,,适用于复合材料及金属材料试样的制备。,,all
中低温疲劳试验机采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581433.html,2018-07-31,2018-08-14,107,,用于复合材料在中低温下拉-拉疲劳、拉-压疲劳性能、压-压疲劳性能和弯曲疲劳性能检测。,,all
4G宽带通用目标模拟器研制,http://www.weain.mil.cn/cgxq/wx/cpsbl/581396.html,2018-07-31,2019-01-31,436,,通用雷达目标模拟。,,all
1.0吨通用挂车（2018）,http://www.weain.mil.cn/cgxq/ky/cpsbl/581395.html,2018-07-31,2018-08-17,911,,作为物资、器材、设备运载平台，遂行机动运输保障任务,,all
衍射玻璃全息膜层修复技术研究,http://www.weain.mil.cn/cgxq/wx/yjjsl/581394.html,2018-07-31,2019-01-31,171,,机载衍射玻璃全息膜层修复。,,all
边界扫描测试技术开发,http://www.weain.mil.cn/cgxq/wx/cpsbl/581393.html,2018-07-31,2019-01-31,296,,用于装备大规模印制电路板CPLD检测、故障定位、程序破译及汇编。,,all
液浮陀螺采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581392.html,2018-07-31,2019-01-31,217,,测量导弹x、y、z三轴向角速度。,,all
PMB除漆设备采购,http://www.weain.mil.cn/cgxq/wx/cpsbl/581391.html,2018-07-31,2019-01-31,125,,表面处理。,,all
电缆快速检测与修理技术研究,http://www.weain.mil.cn/cgxq/wx/yjjsl/581390.html,2018-07-31,2019-07-31,357,,飞机电缆检测。,,all
重型通用挂车（2018）,http://www.weain.mil.cn/cgxq/ky/cpsbl/581389.html,2018-07-31,2018-08-17,820,,作为物资、器材、设备运载平台，遂行机动运输保障任务,,all
橡胶件失效分析研究,http://www.weain.mil.cn/cgxq/wx/yjjsl/581388.html,2018-07-31,2019-07-31,247,,开展橡胶密封件的寿命期内失效分析研究，提高橡胶件使用可靠性。,,all
维修保障大数据挖掘技术与分析应用,http://www.weain.mil.cn/cgxq/wx/cpsbl/581387.html,2018-07-31,2019-01-31,442,,建立产品修理数据库，重点实现产品修理过程中的故障检查结果、性能参数、不合格品审理结论等数据统计、分析与应用。,,all
小型发动机修理技术研究,http://www.weain.mil.cn/cgxq/wx/yjjsl/581386.html,2018-07-31,2018-10-31,201,,能力建设。,,all
